insee,nom,cp,lien
03002,Agonges (03210),03210,https://www.journaldunet.com/management/ville/agonges/ville-03002
65004,Agos-Vidalos (65400),65400,https://www.journaldunet.com/management/ville/agos-vidalos/ville-65004
16003,Agris (16110),16110,https://www.journaldunet.com/management/ville/agris/ville-16003
17002,Agudelle (17500),17500,https://www.journaldunet.com/management/ville/agudelle/ville-17002
12002,Aguessac (12520),12520,https://www.journaldunet.com/management/ville/aguessac/ville-12002
02005,Aguilcourt (02190),02190,https://www.journaldunet.com/management/ville/aguilcourt/ville-02005
81001,Aguts (81470),81470,https://www.journaldunet.com/management/ville/aguts/ville-81001
14003,Agy (14400),14400,https://www.journaldunet.com/management/ville/agy/ville-14003
64008,Ahaxe-Alciette-Bascassan (64220),64220,https://www.journaldunet.com/management/ville/ahaxe-alciette-bascassan/ville-64008
64009,Ahetze (64210),64210,https://www.journaldunet.com/management/ville/ahetze/ville-64009
88002,Ahéville (88500),88500,https://www.journaldunet.com/management/ville/aheville/ville-88002
53001,Ahuillé (53940),53940,https://www.journaldunet.com/management/ville/ahuille/ville-53001
23001,Ahun (23150),23150,https://www.journaldunet.com/management/ville/ahun/ville-23001
21003,Ahuy (21121),21121,https://www.journaldunet.com/management/ville/ahuy/ville-21003
59003,Aibes (59149),59149,https://www.journaldunet.com/management/ville/aibes/ville-59003
25008,Aibre (25750),25750,https://www.journaldunet.com/management/ville/aibre/ville-25008
64010,Aïcirits-Camou-Suhast (64120),64120,https://www.journaldunet.com/management/ville/aicirits-camou-suhast/ville-64010
79003,Aiffres (79230),79230,https://www.journaldunet.com/management/ville/aiffres/ville-79003
30001,Aigaliers (30700),30700,https://www.journaldunet.com/management/ville/aigaliers/ville-30001
08003,Aiglemont (08090),08090,https://www.journaldunet.com/management/ville/aiglemont/ville-08003
39006,Aiglepierre (39110),39110,https://www.journaldunet.com/management/ville/aiglepierre/ville-39006
27004,Aigleville (27120),27120,https://www.journaldunet.com/management/ville/aigleville/ville-27004
04001,Aiglun (04510),04510,https://www.journaldunet.com/management/ville/aiglun/ville-04001
06001,Aiglun (06910),06910,https://www.journaldunet.com/management/ville/aiglun/ville-06001
32001,Aignan (32290),32290,https://www.journaldunet.com/management/ville/aignan/ville-32001
21004,Aignay-le-Duc (21510),21510,https://www.journaldunet.com/management/ville/aignay-le-duc/ville-21004
34006,Aigne (34210),34210,https://www.journaldunet.com/management/ville/aigne/ville-34006
72001,Aigné (72650),72650,https://www.journaldunet.com/management/ville/aigne/ville-72001
31002,Aignes (31550),31550,https://www.journaldunet.com/management/ville/aignes/ville-31002
80008,Aigneville (80210),80210,https://www.journaldunet.com/management/ville/aigneville/ville-80008
51003,Aigny (51150),51150,https://www.journaldunet.com/management/ville/aigny/ville-51003
79185,Aigondigné (79370),79370,https://www.journaldunet.com/management/ville/aigondigne/ville-79185
16005,Aigre (16140),16140,https://www.journaldunet.com/management/ville/aigre/ville-16005
31003,Aigrefeuille (31280),31280,https://www.journaldunet.com/management/ville/aigrefeuille/ville-31003
17003,Aigrefeuille-d'Aunis (17290),17290,https://www.journaldunet.com/management/ville/aigrefeuille-d-aunis/ville-17003
44002,Aigrefeuille-sur-Maine (44140),44140,https://www.journaldunet.com/management/ville/aigrefeuille-sur-maine/ville-44002
30002,Aigremont (30350),30350,https://www.journaldunet.com/management/ville/aigremont/ville-30002
52002,Aigremont (52400),52400,https://www.journaldunet.com/management/ville/aigremont/ville-52002
78007,Aigremont (78240),78240,https://www.journaldunet.com/management/ville/aigremont/ville-78007
89002,Aigremont (89800),89800,https://www.journaldunet.com/management/ville/aigremont/ville-89002
73001,Aiguebelette-le-Lac (73610),73610,https://www.journaldunet.com/management/ville/aiguebelette-le-lac/ville-73001
81002,Aiguefonde (81200),81200,https://www.journaldunet.com/management/ville/aiguefonde/ville-81002
63001,Aigueperse (63260),63260,https://www.journaldunet.com/management/ville/aigueperse/ville-63001
69002,Aigueperse (69790),69790,https://www.journaldunet.com/management/ville/aigueperse/ville-69002
09001,Aigues-Juntes (09240),09240,https://www.journaldunet.com/management/ville/aigues-juntes/ville-09001
30003,Aigues-Mortes (30220),30220,https://www.journaldunet.com/management/ville/aigues-mortes/ville-30003
09002,Aigues-Vives (09600),09600,https://www.journaldunet.com/management/ville/aigues-vives/ville-09002
11001,Aigues-Vives (11800),11800,https://www.journaldunet.com/management/ville/aigues-vives/ville-11001
30004,Aigues-Vives (30670),30670,https://www.journaldunet.com/management/ville/aigues-vives/ville-30004
34007,Aigues-Vives (34210),34210,https://www.journaldunet.com/management/ville/aigues-vives/ville-34007
30005,Aiguèze (30760),30760,https://www.journaldunet.com/management/ville/aigueze/ville-30005
43002,Aiguilhe (43000),43000,https://www.journaldunet.com/management/ville/aiguilhe/ville-43002
05003,Aiguilles (05470),05470,https://www.journaldunet.com/management/ville/aiguilles/ville-05003
47004,Aiguillon (47190),47190,https://www.journaldunet.com/management/ville/aiguillon/ville-47004
83002,Aiguines (83630),83630,https://www.journaldunet.com/management/ville/aiguines/ville-83002
36001,Aigurande (36140),36140,https://www.journaldunet.com/management/ville/aigurande/ville-36001
07002,Ailhon (07200),07200,https://www.journaldunet.com/management/ville/ailhon/ville-07002
45002,Aillant-sur-Milleron (45230),45230,https://www.journaldunet.com/management/ville/aillant-sur-milleron/ville-45002
33002,Aillas (33124),33124,https://www.journaldunet.com/management/ville/aillas/ville-33002
42002,Ailleux (42130),42130,https://www.journaldunet.com/management/ville/ailleux/ville-42002
70005,Aillevans (70110),70110,https://www.journaldunet.com/management/ville/aillevans/ville-70005
10002,Ailleville (10200),10200,https://www.journaldunet.com/management/ville/ailleville/ville-10002
70006,Aillevillers-et-Lyaumont (70320),70320,https://www.journaldunet.com/management/ville/aillevillers-et-lyaumont/ville-70006
52003,Aillianville (52700),52700,https://www.journaldunet.com/management/ville/aillianville/ville-52003
72002,Aillières-Beauvoir (72600),72600,https://www.journaldunet.com/management/ville/aillieres-beauvoir/ville-72002
73004,Aillon-le-Jeune (73340),73340,https://www.journaldunet.com/management/ville/aillon-le-jeune/ville-73004
73005,Aillon-le-Vieux (73340),73340,https://www.journaldunet.com/management/ville/aillon-le-vieux/ville-73005
70007,Ailloncourt (70300),70300,https://www.journaldunet.com/management/ville/ailloncourt/ville-70007
27005,Ailly (27600),27600,https://www.journaldunet.com/management/ville/ailly/ville-27005
80009,Ailly-le-Haut-Clocher (80690),80690,https://www.journaldunet.com/management/ville/ailly-le-haut-clocher/ville-80009
80010,Ailly-sur-Noye (80250),80250,https://www.journaldunet.com/management/ville/ailly-sur-noye/ville-80010
80011,Ailly-sur-Somme (80470),80470,https://www.journaldunet.com/management/ville/ailly-sur-somme/ville-80011
30006,Aimargues (30470),30470,https://www.journaldunet.com/management/ville/aimargues/ville-30006
73006,Aime-la-Plagne (73210),73210,https://www.journaldunet.com/management/ville/aime-la-plagne/ville-73006
03003,Ainay-le-Château (03360),03360,https://www.journaldunet.com/management/ville/ainay-le-chateau/ville-03003
18002,Ainay-le-Vieil (18200),18200,https://www.journaldunet.com/management/ville/ainay-le-vieil/ville-18002
64011,Aincille (64220),64220,https://www.journaldunet.com/management/ville/aincille/ville-64011
95008,Aincourt (95510),95510,https://www.journaldunet.com/management/ville/aincourt/ville-95008
55004,Aincreville (55110),55110,https://www.journaldunet.com/management/ville/aincreville/ville-55004
54007,Aingeray (54460),54460,https://www.journaldunet.com/management/ville/aingeray/ville-54007
88003,Aingeville (88140),88140,https://www.journaldunet.com/management/ville/aingeville/ville-88003
52004,Aingoulaincourt (52230),52230,https://www.journaldunet.com/management/ville/aingoulaincourt/ville-52004
64012,Ainharp (64130),64130,https://www.journaldunet.com/management/ville/ainharp/ville-64012
64013,Ainhice-Mongelos (64220),64220,https://www.journaldunet.com/management/ville/ainhice-mongelos/ville-64013
64014,Ainhoa (64250),64250,https://www.journaldunet.com/management/ville/ainhoa/ville-64014
70008,Ainvelle (70800),70800,https://www.journaldunet.com/management/ville/ainvelle/ville-70008
88004,Ainvelle (88320),88320,https://www.journaldunet.com/management/ville/ainvelle/ville-88004
80013,Airaines (80270),80270,https://www.journaldunet.com/management/ville/airaines/ville-80013
08004,Aire (08190),08190,https://www.journaldunet.com/management/ville/aire/ville-08004
40001,Aire-sur-l'Adour (40800),40800,https://www.journaldunet.com/management/ville/aire-sur-l-adour/ville-40001
62014,Aire-sur-la-Lys (62120),62120,https://www.journaldunet.com/management/ville/aire-sur-la-lys/ville-62014
50004,Airel (50680),50680,https://www.journaldunet.com/management/ville/airel/ville-50004
60008,Airion (60600),60600,https://www.journaldunet.com/management/ville/airion/ville-60008
62015,Airon-Notre-Dame (62180),62180,https://www.journaldunet.com/management/ville/airon-notre-dame/ville-62015
62016,Airon-Saint-Vaast (62180),62180,https://www.journaldunet.com/management/ville/airon-saint-vaast/ville-62016
11002,Airoux (11320),11320,https://www.journaldunet.com/management/ville/airoux/ville-11002
79005,Airvault (79600),79600,https://www.journaldunet.com/management/ville/airvault/ville-79005
21005,Aiserey (21110),21110,https://www.journaldunet.com/management/ville/aiserey/ville-21005
70009,Aisey-et-Richecourt (70500),70500,https://www.journaldunet.com/management/ville/aisey-et-richecourt/ville-70009
21006,Aisey-sur-Seine (21400),21400,https://www.journaldunet.com/management/ville/aisey-sur-seine/ville-21006
02006,Aisonville-et-Bernoville (02110),02110,https://www.journaldunet.com/management/ville/aisonville-et-bernoville/ville-02006
25009,Aïssey (25360),25360,https://www.journaldunet.com/management/ville/aissey/ville-25009
21007,Aisy-sous-Thil (21390),21390,https://www.journaldunet.com/management/ville/aisy-sous-thil/ville-21007
89004,Aisy-sur-Armançon (89390),89390,https://www.journaldunet.com/management/ville/aisy-sur-armancon/ville-89004
2B003,Aiti (20244),20244,https://www.journaldunet.com/management/ville/aiti/ville-2B003
73007,Aiton (73220),73220,https://www.journaldunet.com/management/ville/aiton/ville-73007
19002,Aix (19200),19200,https://www.journaldunet.com/management/ville/aix/ville-19002
62017,Aix-en-Ergny (62650),62650,https://www.journaldunet.com/management/ville/aix-en-ergny/ville-62017
62018,Aix-en-Issart (62170),62170,https://www.journaldunet.com/management/ville/aix-en-issart/ville-62018
59004,Aix-en-Pévèle (59310),59310,https://www.journaldunet.com/management/ville/aix-en-pevele/ville-59004
13001,Aix-en-Provence (13080),13080,https://www.journaldunet.com/management/ville/aix-en-provence/ville-13001
63002,Aix-la-Fayette (63980),63980,https://www.journaldunet.com/management/ville/aix-la-fayette/ville-63002
73008,Aix-les-Bains (73100),73100,https://www.journaldunet.com/management/ville/aix-les-bains/ville-73008
62019,Aix-Noulette (62160),62160,https://www.journaldunet.com/management/ville/aix-noulette/ville-62019
10003,Aix-Villemaur-Pâlis (10160),10160,https://www.journaldunet.com/management/ville/aix-villemaur-palis/ville-10003
87001,Aixe-sur-Vienne (87700),87700,https://www.journaldunet.com/management/ville/aixe-sur-vienne/ville-87001
07003,Aizac (07530),07530,https://www.journaldunet.com/management/ville/aizac/ville-07003
52005,Aizanville (52120),52120,https://www.journaldunet.com/management/ville/aizanville/ville-52005
36002,Aize (36150),36150,https://www.journaldunet.com/management/ville/aize/ville-36002
80014,Aizecourt-le-Bas (80240),80240,https://www.journaldunet.com/management/ville/aizecourt-le-bas/ville-80014
80015,Aizecourt-le-Haut (80200),80200,https://www.journaldunet.com/management/ville/aizecourt-le-haut/ville-80015
02007,Aizelles (02820),02820,https://www.journaldunet.com/management/ville/aizelles/ville-02007
85003,Aizenay (85190),85190,https://www.journaldunet.com/management/ville/aizenay/ville-85003
27006,Aizier (27500),27500,https://www.journaldunet.com/management/ville/aizier/ville-27006
02008,Aizy-Jouy (02370),02370,https://www.journaldunet.com/management/ville/aizy-jouy/ville-02008
11003,Ajac (11300),11300,https://www.journaldunet.com/management/ville/ajac/ville-11003
2A004,Ajaccio (20000),20000,https://www.journaldunet.com/management/ville/ajaccio/ville-2A004
23002,Ajain (23380),23380,https://www.journaldunet.com/management/ville/ajain/ville-23002
24004,Ajat (24210),24210,https://www.journaldunet.com/management/ville/ajat/ville-24004
57009,Ajoncourt (57590),57590,https://www.journaldunet.com/management/ville/ajoncourt/ville-57009
07004,Ajoux (07000),07000,https://www.journaldunet.com/management/ville/ajoux/ville-07004
11004,Alaigne (11240),11240,https://www.journaldunet.com/management/ville/alaigne/ville-11004
02009,Alaincourt (02240),02240,https://www.journaldunet.com/management/ville/alaincourt/ville-02009
70010,Alaincourt (70210),70210,https://www.journaldunet.com/management/ville/alaincourt/ville-70010
57010,Alaincourt-la-Côte (57590),57590,https://www.journaldunet.com/management/ville/alaincourt-la-cote/ville-57010
11005,Alairac (11290),11290,https://www.journaldunet.com/management/ville/alairac/ville-11005
31005,Alan (31420),31420,https://www.journaldunet.com/management/ville/alan/ville-31005
2B005,Alando (20212),20212,https://www.journaldunet.com/management/ville/alando/ville-2B005
2A006,Alata (20167),20167,https://www.journaldunet.com/management/ville/alata/ville-2A006
07005,Alba-la-Romaine (07400),07400,https://www.journaldunet.com/management/ville/alba-la-romaine/ville-07005
81003,Alban (81250),81250,https://www.journaldunet.com/management/ville/alban/ville-81003
48001,Albaret-le-Comtal (48310),48310,https://www.journaldunet.com/management/ville/albaret-le-comtal/ville-48001
48002,Albaret-Sainte-Marie (48200),48200,https://www.journaldunet.com/management/ville/albaret-sainte-marie/ville-48002
11006,Albas (11360),11360,https://www.journaldunet.com/management/ville/albas/ville-11006
46001,Albas (46140),46140,https://www.journaldunet.com/management/ville/albas/ville-46001
67003,Albé (67220),67220,https://www.journaldunet.com/management/ville/albe/ville-67003
82001,Albefeuille-Lagarde (82290),82290,https://www.journaldunet.com/management/ville/albefeuille-lagarde/ville-82001
15025,Albepierre-Bredons (15300),15300,https://www.journaldunet.com/management/ville/albepierre-bredons/ville-15025
80016,Albert (80300),80300,https://www.journaldunet.com/management/ville/albert/ville-80016
2B007,Albertacce (20224),20224,https://www.journaldunet.com/management/ville/albertacce/ville-2B007
73011,Albertville (73200),73200,https://www.journaldunet.com/management/ville/albertville/ville-73011
57011,Albestroff (57670),57670,https://www.journaldunet.com/management/ville/albestroff/ville-57011
81004,Albi (81000),81000,https://www.journaldunet.com/management/ville/albi/ville-81004
31006,Albiac (31460),31460,https://www.journaldunet.com/management/ville/albiac/ville-31006
46002,Albiac (46500),46500,https://www.journaldunet.com/management/ville/albiac/ville-46002
82002,Albias (82350),82350,https://www.journaldunet.com/management/ville/albias/ville-82002
11007,Albières (11330),11330,https://www.journaldunet.com/management/ville/albieres/ville-11007
09004,Albiès (09310),09310,https://www.journaldunet.com/management/ville/albies/ville-09004
73012,Albiez-le-Jeune (73300),73300,https://www.journaldunet.com/management/ville/albiez-le-jeune/ville-73012
73013,Albiez-Montrond (73300),73300,https://www.journaldunet.com/management/ville/albiez-montrond/ville-73013
19003,Albignac (19190),19190,https://www.journaldunet.com/management/ville/albignac/ville-19003
69003,Albigny-sur-Saône (69250),69250,https://www.journaldunet.com/management/ville/albigny-sur-saone/ville-69003
81005,Albine (81240),81240,https://www.journaldunet.com/management/ville/albine/ville-81005
2A008,Albitreccia (20128),20128,https://www.journaldunet.com/management/ville/albitreccia/ville-2A008
26002,Albon (26140),26140,https://www.journaldunet.com/management/ville/albon/ville-26002
07006,Albon-d'Ardèche (07190),07190,https://www.journaldunet.com/management/ville/albon-d-ardeche/ville-07006
07007,Alboussière (07440),07440,https://www.journaldunet.com/management/ville/alboussiere/ville-07007
19004,Albussac (19380),19380,https://www.journaldunet.com/management/ville/albussac/ville-19004
74002,Alby-sur-Chéran (74540),74540,https://www.journaldunet.com/management/ville/alby-sur-cheran/ville-74002
64015,Alçay-Alçabéhéty-Sunharette (64470),64470,https://www.journaldunet.com/management/ville/alcay-alcabehety-sunharette/ville-64015
64016,Aldudes (64430),64430,https://www.journaldunet.com/management/ville/aldudes/ville-64016
62020,Alembon (62850),62850,https://www.journaldunet.com/management/ville/alembon/ville-62020
61001,Alençon (61000),61000,https://www.journaldunet.com/management/ville/alencon/ville-61001
66002,Alénya (66200),66200,https://www.journaldunet.com/management/ville/alenya/ville-66002
2B009,Aléria (20270),20270,https://www.journaldunet.com/management/ville/aleria/ville-2B009
30007,Alès (30100),30100,https://www.journaldunet.com/management/ville/ales/ville-30007
11008,Alet-les-Bains (11580),11580,https://www.journaldunet.com/management/ville/alet-les-bains/ville-11008
62021,Alette (62650),62650,https://www.journaldunet.com/management/ville/alette/ville-62021
09005,Aleu (09320),09320,https://www.journaldunet.com/management/ville/aleu/ville-09005
